CoMeT,Version,Qclevel,Headerlines,Type,Parameter_name,standard_name,long_name,units,mult_fact,add_fact,instrument1,SN1,instrument2,SN2,instrument3,SN3,instrument4,SN4
2,2023,qcd,28,string,error_string,error_string,Error String,,1,0,,,,,,,,
3,2023,qcd,28,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
3,2023,qcd,28,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
3,2023,qcd,28,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
3,2023,qcd,28,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
3,2023,qcd,28,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2023,qcd,28,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2023,qcd,28,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2023,qcd,28,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
3,2023,qcd,28,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2023,qcd,28,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2023,qcd,28,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2023,qcd,28,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2023,qcd,28,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
3,2023,qcd,28,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
3,2023,qcd,28,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2023,qcd,28,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2023,qcd,28,string,error_string,error_string,Error String,,1,0,,,,,,,,
1,2024,orig,19,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,string,time,time_string,HHMMSS,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
1,2024,orig,19,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
1,2024,orig,19,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155A,,,,,,,
1,2024,orig,19,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155A,,,,,,,
1,2024,orig,19,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,,,,
1,2024,orig,19,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,,,,
1,2024,orig,19,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,orig,19,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
1,2024,orig,19,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,orig,19,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,orig,19,float,anemometer_speed,wind_speed,Anemometer Speed,m/s,1,0,RM Young 05103,,,,,,,
1,2024,orig,19,float,anemometer_direction,wind_from_direction,Anemometer Direction,degrees,1,0,RM Young 05103,,,,,,,
1,2024,orig,19,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
1,2024,orig,19,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
1,2024,orig,19,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
1,2024,orig,19,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,long,number_satellites,number_of_GPS_satellites,Number of GPS Satellites,,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,GPS_magnetic_variation,gps_magnetic_variation,GPS Magnetic Variation,degrees,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,horizontal_position_error,horizontal_position_error,Estimated GPS Horizontal Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,vertical_position_error,vertical_position_error,Estimated GPS Vertical Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,float,spherical_position_error,spherical_position_error,Overall GPS Spherical Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,double,computer_time_gps,time,Computer Time of GPS Unit,seconds since 1970-01-01 00:00:00,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,orig,19,double,computer_time_pressure,time,Computer Time of Pressure Unit,seconds since 1970-01-01 00:00:00,1,0,Vaisala PTB210,,,,,,,
1,2024,orig,19,double,computer_time_thv,time,Computer Time of T/H Unit,seconds since 1970-01-01 00:00:00,1,0,Vaisala HMP155A,,,,,,,
1,2024,orig,19,double,computer_time_fluxgate,time,Computer Time of Fluxgate Compass,seconds since 1970-01-01 00:00:00,1,0,KVH C100 Compass,,,,,,,
1,2024,qcd,31,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,string,time,time_string,HHMMSS,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
1,2024,qcd,31,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
1,2024,qcd,31,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155A,,,,,,,
1,2024,qcd,31,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155A,,,,,,,
1,2024,qcd,31,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,,,,
1,2024,qcd,31,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,,,,
1,2024,qcd,31,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,qcd,31,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
1,2024,qcd,31,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,qcd,31,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155A,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
1,2024,qcd,31,float,anemometer_speed,wind_speed,Anemometer Speed,m/s,1,0,RM Young 05103,,,,,,,
1,2024,qcd,31,float,anemometer_direction,wind_from_direction,Anemometer Direction,degrees,1,0,RM Young 05103,,,,,,,
1,2024,qcd,31,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
1,2024,qcd,31,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
1,2024,qcd,31,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
1,2024,qcd,31,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,long,number_satellites,number_of_GPS_satellites,Number of GPS Satellites,,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,GPS_magnetic_variation,gps_magnetic_variation,GPS Magnetic Variation,degrees,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,horizontal_position_error,horizontal_position_error,Estimated GPS Horizontal Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,vertical_position_error,vertical_position_error,Estimated GPS Vertical Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,float,spherical_position_error,spherical_position_error,Overall GPS Spherical Position Error,meters,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,double,computer_time_gps,time,Computer Time of GPS Unit,seconds since 1970-01-01 00:00:00,1,0,Garmin GPS 19x HVS,,,,,,,
1,2024,qcd,31,double,computer_time_pressure,time,Computer Time of Pressure Unit,seconds since 1970-01-01 00:00:00,1,0,Vaisala PTB210,,,,,,,
1,2024,qcd,31,double,computer_time_thv,time,Computer Time of T/H Unit,seconds since 1970-01-01 00:00:00,1,0,Vaisala HMP155A,,,,,,,
1,2024,qcd,31,double,computer_time_fluxgate,time,Computer Time of Fluxgate Compass,seconds since 1970-01-01 00:00:00,1,0,KVH C100 Compass,,,,,,,
1,2024,qcd,31,string,error_string,error_string,Error String,,1,0,,,,,,,,
2,2024,orig,17,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
2,2024,orig,17,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
2,2024,orig,17,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
2,2024,orig,17,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
2,2024,orig,17,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
2,2024,orig,17,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
2,2024,orig,17,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,orig,17,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
2,2024,orig,17,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,orig,17,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,orig,17,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
2,2024,orig,17,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
2,2024,orig,17,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
2,2024,orig,17,float,gps_heading,platform_course,Vehicle Heading,degrees,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,orig,17,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
2,2024,orig,17,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
2,2024,qcd,28,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
2,2024,qcd,28,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
2,2024,qcd,28,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
2,2024,qcd,28,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
2,2024,qcd,28,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
2,2024,qcd,28,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
2,2024,qcd,28,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,qcd,28,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
2,2024,qcd,28,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,qcd,28,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
2,2024,qcd,28,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
2,2024,qcd,28,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,KVH C100 Compass,,,
2,2024,qcd,28,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
2,2024,qcd,28,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
2,2024,qcd,28,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
2,2024,qcd,28,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
2,2024,qcd,28,string,error_string,error_string,Error String,,1,0,,,,,,,,
3,2024,orig,17,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
3,2024,orig,17,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
3,2024,orig,17,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
3,2024,orig,17,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
3,2024,orig,17,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2024,orig,17,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2024,orig,17,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,orig,17,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
3,2024,orig,17,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,orig,17,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,orig,17,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2024,orig,17,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2024,orig,17,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
3,2024,orig,17,float,gps_heading,platform_course,Vehicle Heading,degrees,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,orig,17,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2024,orig,17,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2024,qcd,28,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
3,2024,qcd,28,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
3,2024,qcd,28,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
3,2024,qcd,28,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
3,2024,qcd,28,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2024,qcd,28,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
3,2024,qcd,28,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,qcd,28,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
3,2024,qcd,28,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,qcd,28,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
3,2024,qcd,28,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2024,qcd,28,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
3,2024,qcd,28,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
3,2024,qcd,28,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
3,2024,qcd,28,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2024,qcd,28,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
3,2024,qcd,28,string,error_string,error_string,Error String,,1,0,,,,,,,,
alpha,2024,orig,17,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,float,latitude,latitude,Latitude,degrees_north,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,float,longitude,longitude,Longitude,degrees_east,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,float,altitude,altitude,Height above mean sea level,meters,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,float,pressure,air_pressure,Air pressure,hPa,1,0,Vaisala PTB210,,Gill pressure port,,,,,
alpha,2024,orig,17,float,temperature_fast,air_temperature,Air Temperature (Fast Response),Celsius,1,0,Campbell Scientific 109SS,,,,,,,
alpha,2024,orig,17,float,temperature_slow,air_temperature,Air Temperature (Slow Response),Celsius,1,0,Vaisala HMP155E,,,,,,,
alpha,2024,orig,17,float,rh_slow,relative_humidity,Relative Humidity (Slow Response),percent,1,0,Vaisala HMP155E,,,,,,,
alpha,2024,orig,17,float,rh_fast,relative_humidity,Relative Humidity (Calculated Using Fast Temperature),percent,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
alpha,2024,orig,17,float,dewpoint,dew_point_temperature,Dew Point Temperature (Derived),Celsius,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,,,,
alpha,2024,orig,17,float,water_vapor_mixing_ratio,humidity_mixing_ratio,Water Vapor Mixing Ratio (Derived),g/kg,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,orig,17,float,theta,air_potential_temperature,Potential Temperature (Derived),Kelvin,1,0,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,,,
alpha,2024,orig,17,float,theta_v,virtual_potential_temperature,Virtual Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,orig,17,float,theta_e,equivalent_potential_temperature,Equivalent Potential Temperature (Derived),Kelvin,1,0,Vaisala HMP155E,,Campbell Scientific 109SS,,Vaisala PTB210,,Gill pressure port,
alpha,2024,orig,17,float,wind_speed,wind_speed,Wind Speed (Derived),m/s,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
alpha,2024,orig,17,float,wind_direction,wind_from_direction,Wind Direction (Derived),degrees,1,0,RM Young 05103,,Garmin GPS 19x HVS,,,,,
alpha,2024,orig,17,float,vehicle_heading,platform_course,Vehicle Heading,degrees,1,0,KVH C100 Compass,,,,,,,
alpha,2024,orig,17,float,gps_heading,platform_course,Vehicle Heading,degrees,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,float,vehicle_speed,platform_speed_wrt_ground,Vehicle Speed,m/s,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,orig,17,double,computer_time,time,Computer Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
alpha,2024,orig,17,double,logger_time,time,Logger Time,seconds since 1970-01-01 00:00:00,1,0,,,,,,,,
alpha,2024,qcd,28,string,date,date_string,DDMMYY,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
alpha,2024,qcd,28,string,time,time_string,HHMMSS.s,UTC,1,0,Garmin GPS 19x HVS,,,,,,,
